Date,AZO,BKNG,CMG,NVR,ORLY
2002-05-03,637500,334017,,166800,793600
2002-05-06,615500,313067,,175700,464800
2002-05-07,855700,937967,,146500,532200
2002-05-08,638400,470033,,143900,361600
2002-05-09,676600,298817,,90900,456400
2002-05-10,526800,167533,,119600,576800
2002-05-13,481500,170800,,119600,507600
2002-05-14,1341800,230583,,222500,850000
2002-05-15,1162800,225983,,151400,500400
2002-05-16,788300,227450,,234900,517800
2002-05-17,977800,197950,,93500,317200
2002-05-20,920700,166517,,95100,385800
2002-05-21,1636200,133833,,103800,875000
2002-05-22,4415900,176467,,117800,1065600
2002-05-23,3045600,358200,,98300,491800
2002-05-24,1594100,126717,,67400,702200
2002-05-28,1444200,168883,,87500,721200
2002-05-29,862400,91350,,78700,540600
2002-05-30,1400500,77167,,202200,870400
2002-05-31,1156800,109867,,100700,866200
2002-06-03,775500,107500,,130500,662400
2002-06-04,1264400,121600,,171200,783000
2002-06-05,1220800,158533,,129100,513000
2002-06-06,807600,130467,,134700,486000
2002-06-07,1128000,232017,,119100,535000
2002-06-10,1124500,831650,,100500,556400
2002-06-11,809300,238917,,65700,394600
2002-06-12,919300,154217,,92800,268200
2002-06-13,747100,102583,,89100,338200
2002-06-14,914100,114500,,162800,1088800
2002-06-17,713800,385483,,155700,415000
2002-06-18,849500,107700,,133500,1094600
2002-06-19,1071300,156900,,163900,1430800
2002-06-20,839300,174467,,70000,711000
2002-06-21,885100,268583,,98400,931400
2002-06-24,932500,549483,,133500,762200
2002-06-25,966900,156350,,204200,777400
2002-06-26,2193000,1128167,,207500,968600
2002-06-27,1521400,315300,,103900,1453800
2002-06-28,1022400,386517,,227000,2717600
2002-07-01,888400,213767,,134900,1058200
2002-07-02,2168400,238333,,180400,985400
2002-07-03,1816900,219683,,193200,748400
2002-07-05,360400,151767,,58800,126000
2002-07-08,1130400,231017,,73300,256600
2002-07-09,976900,159150,,143700,697000
2002-07-10,1205600,168650,,126400,673800
2002-07-11,2836700,153700,,159500,1201800
2002-07-12,1727500,129700,,94800,800600
2002-07-15,2070800,112250,,157600,1497600
2002-07-16,1452200,136767,,218600,1236000
2002-07-17,1581000,209900,,171000,1099000
2002-07-18,1400900,143133,,69200,557800
2002-07-19,1502200,187367,,152400,1222200
2002-07-22,1755200,129517,,260600,1222000
2002-07-23,1488700,187133,,209200,642800
2002-07-24,2699800,630967,,168700,1631400
2002-07-25,1693000,404083,,273700,784600
2002-07-26,1296600,500667,,118400,782000
2002-07-29,1890200,639817,,145700,737800
2002-07-30,1835000,353750,,191800,1230800
2002-07-31,1439300,619083,,167100,840200
2002-08-01,1154500,1709767,,105900,966000
2002-08-02,952300,803133,,144700,512400
2002-08-05,1406300,408783,,137500,456600
2002-08-06,1165300,641433,,145100,977800
2002-08-07,812400,378767,,146600,759600
2002-08-08,2095900,176383,,105200,725000
2002-08-09,1233900,176317,,110700,758800
2002-08-12,1092000,300133,,111400,529400
2002-08-13,1455000,919650,,76800,396200
2002-08-14,1277800,142233,,99900,701800
2002-08-15,1878400,129983,,130900,773200
2002-08-16,673900,122433,,100700,866400
2002-08-19,770700,127333,,78400,525600
2002-08-20,1166400,360150,,97700,390200
2002-08-21,1097600,243000,,101900,639400
2002-08-22,711000,327233,,64200,1149800
2002-08-23,606600,226450,,54000,526600
2002-08-26,533200,292183,,87500,390800
2002-08-27,686900,180500,,178500,592400
2002-08-28,459400,206967,,81000,374200
2002-08-29,707900,81967,,73400,2051200
2002-08-30,675200,83100,,79700,1041800
